weight,size,moisture,sugar_level,firmness,color_score,quality
224.0,7.43,91.13,13.58,9.34,8.88,2
202.55,6.41,83.86,12.25,5.68,6.14,1
200.22,8.43,89.05,12.32,8.12,9.67,2
156.33,7.13,74.02,8.57,5.06,6.91,1
145.56,5.56,71.36,4.98,4.63,7.44,0
150.7,5.64,64.14,7.5,5.43,5.28,0
206.92,7.77,81.16,14.09,8.43,9.97,2
141.05,5.69,62.88,5.92,6.55,5.5,0
107.66,4.48,68.94,6.86,3.99,5.74,0
118.79,5.32,72.4,8.41,4.99,6.57,0
125.44,6.04,61.49,8.02,4.91,5.19,0
195.47,7.0,79.55,8.31,5.34,7.56,1
231.3,7.22,83.18,13.84,9.0,8.82,2
258.99,8.22,92.41,14.24,7.21,9.24,2
210.26,7.99,87.38,14.57,8.58,8.69,2
130.89,5.3,54.19,6.71,6.91,6.28,0
193.84,7.48,86.5,13.43,8.69,6.79,2
211.54,6.94,84.28,12.74,8.44,10.13,2
164.67,6.66,80.9,12.12,5.87,7.38,1
165.48,6.26,75.84,6.82,5.76,7.05,1
130.84,6.53,60.31,8.04,3.89,7.22,0
191.87,7.88,79.35,14.22,9.03,9.45,2
184.91,7.89,88.28,9.28,8.29,9.27,2
184.1,7.02,72.05,11.02,5.57,6.39,1
204.23,6.99,80.5,7.46,6.33,6.65,1
183.14,6.62,78.15,11.05,5.27,6.75,1
223.66,8.02,94.13,14.13,9.98,9.32,2
113.5,5.94,62.77,7.83,4.47,3.91,0
189.89,6.88,71.64,10.32,7.56,7.0,1
200.02,7.69,76.77,6.55,5.68,6.96,1
147.19,6.53,79.93,11.26,5.82,4.97,1
145.62,6.35,68.96,9.59,6.45,7.39,1
206.03,7.13,81.39,14.95,8.94,9.27,2
203.97,7.73,83.08,12.88,9.95,9.35,2
168.76,6.51,76.89,7.84,7.46,8.2,1
112.46,5.98,71.43,6.37,1.9,5.7,0
183.42,6.21,72.43,9.05,5.56,6.86,1
227.16,8.19,85.48,12.44,7.47,9.05,2
165.7,6.29,79.4,5.99,4.75,7.16,1
122.84,5.82,61.56,5.37,5.18,4.35,0
182.76,6.16,77.36,9.02,4.31,8.58,1
166.2,7.59,71.79,8.31,5.4,7.25,1
120.92,5.42,58.14,7.71,2.67,4.27,0
127.98,5.88,66.52,6.38,3.55,6.11,0
162.19,6.61,75.94,11.53,6.12,8.97,1
194.53,6.82,75.58,9.63,6.33,7.78,1
176.94,6.35,82.79,11.0,5.47,7.61,1
140.05,5.61,79.73,10.74,8.56,7.43,1
123.98,5.98,61.28,7.16,4.47,5.29,0
212.34,7.27,89.68,14.77,8.93,7.94,2
162.99,5.68,79.03,8.84,5.7,6.9,1
149.37,6.89,68.18,7.78,6.5,6.87,1
149.25,6.56,76.51,9.46,5.95,6.42,1
186.64,7.07,92.04,11.23,8.72,8.84,2
116.72,5.83,69.14,8.04,4.68,5.13,0
171.25,7.78,85.75,11.36,9.45,9.4,2
230.0,7.05,86.71,15.5,9.28,9.22,2
152.13,5.29,69.37,6.6,5.35,3.37,0
183.5,8.17,85.7,13.0,8.25,8.52,2
204.4,8.0,90.68,13.33,6.97,8.42,2
168.42,5.56,68.62,4.29,2.11,6.34,0
190.46,7.81,85.44,15.73,7.91,8.16,2
167.07,7.52,80.75,12.07,5.99,8.92,2
169.82,6.92,76.65,7.68,8.09,7.38,1
232.54,8.37,88.41,12.82,7.72,8.98,2
138.83,6.31,72.53,6.15,3.68,5.58,0
256.55,8.01,90.45,15.21,7.36,10.05,2
145.33,5.16,60.56,7.44,4.65,4.89,0
133.79,5.44,70.41,9.23,3.92,5.74,0
142.68,6.63,81.66,8.09,7.55,7.69,1
140.2,5.93,66.33,8.22,5.29,3.75,0
205.33,7.86,84.69,13.68,8.86,9.13,2
170.77,6.35,81.99,7.19,7.15,6.42,1
173.05,7.36,81.43,12.1,6.2,8.38,1
270.79,8.14,86.36,11.92,7.0,8.38,2
140.32,5.41,67.79,7.26,3.83,5.7,0
170.52,6.96,76.42,10.47,6.94,7.97,1
171.7,6.79,75.59,11.65,8.46,7.66,1
174.31,6.09,64.1,6.08,4.41,5.26,0
181.41,7.43,74.66,8.9,7.6,7.64,1
155.76,6.49,65.49,3.1,4.14,5.44,0
127.95,5.34,75.08,6.52,5.72,7.02,0
175.13,6.06,75.56,7.85,7.19,7.87,1
137.22,6.08,67.22,9.54,3.88,5.69,0
155.81,6.77,87.56,11.75,7.85,7.32,1
168.73,6.76,76.16,11.21,7.62,7.53,1
213.28,8.25,83.09,12.48,8.65,10.44,2
119.46,5.78,67.09,7.71,3.13,6.09,0
185.06,6.72,79.71,11.87,5.72,6.78,1
180.02,6.95,69.55,8.53,9.26,7.06,1
217.08,6.37,80.67,8.91,7.54,6.29,1
220.95,8.47,87.3,15.54,8.35,9.51,2
125.82,5.82,54.56,6.01,4.95,4.52,0
173.82,7.14,95.23,15.96,8.55,10.0,2
172.16,6.95,75.0,10.21,6.57,8.08,1
124.39,5.57,71.28,9.52,3.69,6.58,0
170.87,5.42,64.25,8.29,4.11,5.45,0
183.54,7.15,83.89,10.61,5.12,6.92,1
175.55,6.35,74.74,9.18,6.18,7.51,1
161.34,6.31,76.64,11.85,5.69,7.45,1
143.86,7.47,90.49,10.07,5.86,9.56,1
156.85,5.76,70.64,7.94,7.88,7.39,1
204.94,7.86,89.78,14.15,7.9,8.33,2
158.71,5.74,56.39,6.09,5.8,5.48,0
142.91,6.19,69.29,9.51,4.49,6.17,0
167.16,6.38,75.61,9.93,7.84,5.75,1
147.75,7.12,86.82,14.19,6.59,7.93,1
215.95,7.52,88.57,14.36,9.27,9.47,2
146.2,6.46,68.93,8.64,6.51,6.52,0
238.33,7.63,84.65,14.84,9.24,9.1,2
206.41,8.0,79.09,9.3,5.32,7.67,1
195.21,8.61,85.89,11.81,8.14,7.8,2
218.21,7.62,84.41,14.36,9.69,9.43,2
141.76,6.59,83.15,9.49,5.65,8.04,1
116.41,6.0,76.05,6.67,3.65,4.85,0
122.24,6.78,64.37,7.27,4.9,5.63,0
148.36,5.48,68.08,6.54,4.28,6.27,0
192.5,7.84,93.74,10.89,7.86,8.67,2
207.64,7.51,90.79,12.98,7.57,9.77,2
204.47,8.48,87.61,14.74,8.32,10.0,2
201.68,6.66,75.17,9.29,7.22,7.17,1
198.21,7.54,88.32,13.98,7.71,9.43,2
138.61,6.1,68.31,4.08,4.15,3.28,0
145.27,6.28,65.34,6.08,3.41,4.67,0
217.44,7.68,86.2,13.3,8.73,7.87,2
141.09,5.65,67.84,8.98,3.49,6.64,0
231.77,7.79,94.56,14.86,7.93,10.33,2
140.6,6.85,75.66,8.86,7.85,6.78,1
156.08,5.53,76.86,9.79,6.64,7.88,1
207.25,8.02,95.05,12.74,7.13,9.5,2
216.02,7.66,84.65,12.39,8.33,6.84,2
235.81,6.87,85.26,13.36,8.83,9.95,2
179.03,5.83,72.41,12.31,5.57,8.29,1
186.32,7.57,91.29,13.56,7.64,9.27,2
119.14,5.44,72.93,9.15,4.26,5.55,0
158.33,6.74,77.28,9.75,6.53,7.36,1
126.9,6.43,64.32,7.54,3.77,6.26,0
125.36,5.75,68.66,7.29,5.21,5.06,0
140.01,5.55,62.77,6.12,4.02,5.86,0
244.33,7.31,95.55,12.05,8.69,8.24,2
118.99,6.28,71.38,9.21,3.9,5.27,0
109.69,5.76,59.48,8.14,4.58,4.04,0
168.46,7.23,79.71,12.25,6.57,8.12,1
213.44,7.23,87.23,14.62,9.01,8.84,2
115.34,5.87,71.97,7.97,2.13,7.54,0
201.15,7.49,80.93,13.53,8.46,9.39,2
165.16,8.41,92.36,12.96,9.07,8.48,2
157.88,6.63,72.97,10.07,5.94,6.1,1
179.62,7.5,90.09,12.52,7.68,8.51,2
176.85,6.87,70.94,11.2,6.74,7.89,1
190.12,8.02,87.11,10.98,8.88,8.14,2
215.0,7.38,88.18,11.45,9.35,9.05,2
228.87,7.38,85.6,14.39,8.5,9.35,2
183.32,8.38,87.59,13.56,8.82,8.53,2
229.39,7.79,86.66,14.35,8.72,9.62,2
139.32,6.05,82.49,11.69,5.99,7.85,1
130.86,5.37,67.88,11.48,4.87,5.19,0
177.2,6.59,73.88,8.41,5.78,8.2,1
203.84,8.25,88.83,14.17,8.84,8.04,2
187.66,8.05,76.86,7.89,6.9,8.36,1
191.52,7.57,87.62,12.92,8.33,9.2,2
210.86,7.72,73.66,10.84,7.25,6.82,1
146.71,6.33,66.57,8.83,7.27,6.97,1
154.31,6.98,63.07,4.93,4.8,6.22,0
209.07,7.99,87.54,11.73,9.25,9.3,2
200.96,6.54,78.28,9.54,7.65,5.03,1
239.28,7.92,86.46,12.13,8.7,7.54,2
183.14,8.45,87.35,15.29,8.12,9.16,2
106.06,5.89,77.12,7.01,4.31,5.14,0
178.62,6.85,78.21,11.56,6.83,8.48,1
188.6,8.02,88.7,13.27,9.15,9.74,2
208.83,7.85,85.8,12.73,8.73,9.57,2
124.88,5.7,58.58,5.79,5.46,7.12,0
150.64,6.24,63.18,7.06,5.18,5.29,0
144.11,6.52,69.84,5.43,5.86,7.14,0
228.76,7.92,88.49,13.97,8.43,9.01,2
138.31,7.15,68.75,5.49,4.4,3.72,0
212.52,7.92,91.54,16.17,7.41,8.97,2
208.41,8.91,91.22,16.79,9.21,9.62,2
137.21,6.61,68.62,6.62,4.21,3.94,0
202.03,7.8,91.78,12.67,7.0,10.23,2
228.28,7.21,92.11,12.53,8.79,8.69,2
197.6,8.03,93.24,15.26,7.49,9.77,2
132.62,5.54,60.21,5.38,2.48,5.4,0
148.95,6.08,68.17,6.63,5.7,5.64,0
190.82,7.04,85.23,9.31,6.07,6.26,1
188.44,7.59,86.44,15.53,8.47,8.46,2
164.59,6.67,74.82,9.15,8.37,6.62,1
255.06,7.56,90.8,11.09,8.28,8.92,2
176.43,7.18,81.48,10.42,6.29,7.05,1
107.23,5.48,69.98,6.05,4.26,6.24,0
198.27,6.87,86.3,14.1,8.13,8.82,2
133.39,5.78,58.34,9.24,4.54,5.94,0
143.99,6.04,67.38,8.11,4.98,4.26,0
144.27,6.21,68.62,6.2,5.34,4.14,0
140.93,6.96,72.06,9.4,7.03,7.37,1
197.64,7.38,86.93,12.44,7.84,9.7,2
197.13,8.7,94.18,14.41,9.59,9.04,2
177.35,6.73,75.62,8.76,5.81,6.22,1
175.42,7.11,78.97,11.96,6.43,7.15,1
142.57,5.51,71.41,7.0,4.9,4.54,0
205.85,7.4,88.5,14.42,9.46,8.11,2
205.21,8.08,95.46,10.29,7.94,8.87,2
139.06,5.62,66.34,8.24,4.06,3.89,0
127.85,5.25,68.74,7.13,4.86,5.69,0
210.4,6.78,84.25,8.42,7.58,8.14,1
192.34,7.41,93.73,13.79,9.03,8.1,2
186.48,6.93,83.98,7.72,7.0,7.8,1
105.1,6.05,56.68,6.52,5.44,5.69,0
116.85,4.82,68.75,4.65,4.6,5.24,0
195.68,8.5,87.05,11.53,8.65,8.49,2
192.42,7.88,86.3,12.35,9.09,8.08,2
195.88,6.55,72.87,10.09,6.61,6.44,1
144.93,5.97,68.95,5.01,5.55,6.67,0
178.24,6.66,73.82,11.65,7.37,6.9,1
142.95,7.55,81.88,9.27,7.74,7.1,1
142.47,6.03,67.22,7.84,1.97,5.2,0
177.73,6.65,74.91,11.35,5.67,8.78,1
115.72,6.76,60.6,7.28,5.51,4.25,0
134.03,5.31,72.61,10.48,4.7,4.6,0
183.71,7.89,90.29,14.48,8.41,8.31,2
155.1,5.89,63.34,9.84,4.55,6.27,0
166.3,6.29,67.43,5.79,3.67,6.02,0
195.31,7.22,89.99,14.45,8.82,7.79,2
131.29,5.43,66.12,4.68,4.01,5.22,0
178.93,7.44,77.33,8.02,8.64,6.92,1
136.06,6.02,65.29,7.26,3.54,5.29,0
202.1,7.23,78.17,12.03,8.41,9.96,2
228.01,7.41,84.61,14.73,9.24,9.51,2
212.75,7.02,96.86,11.48,8.24,8.98,2
134.87,5.69,65.14,5.91,4.82,7.15,0
213.77,7.78,86.27,14.09,7.76,8.27,2
187.87,6.77,78.08,10.21,5.98,6.56,1
97.43,5.51,66.84,5.64,3.56,4.83,0
159.67,6.8,70.34,11.73,6.29,8.19,1
148.26,5.66,67.33,7.77,2.94,4.97,0
122.68,6.2,57.15,8.34,3.29,6.23,0
168.09,6.9,77.91,8.54,6.45,6.31,1
214.07,8.36,83.32,13.27,7.11,8.76,2
172.35,6.47,82.37,10.12,6.68,6.63,1
216.86,7.78,87.62,13.89,8.93,8.25,2
227.91,8.27,91.32,14.06,8.68,9.62,2
191.53,8.59,89.14,13.49,8.18,8.17,2
136.99,5.49,69.47,2.72,3.64,4.37,0
206.68,7.7,82.54,12.11,9.15,9.14,2
231.9,7.88,82.95,11.66,8.59,8.7,2
156.0,6.62,71.84,11.43,8.19,8.64,1
224.81,7.97,88.72,12.07,8.03,9.75,2
203.86,8.31,90.93,15.57,7.71,8.79,2
235.36,7.74,90.69,14.62,8.0,7.77,2
165.52,6.75,67.78,8.54,4.68,4.16,0
150.7,7.68,79.6,7.89,6.06,7.39,1
178.94,6.38,65.82,11.03,5.69,7.44,1
195.48,8.64,86.26,11.53,8.68,8.71,2
198.09,6.84,71.46,9.48,6.54,5.83,1
179.02,6.2,83.42,10.32,6.7,7.29,1
186.05,6.99,78.84,11.74,5.96,8.02,1
213.06,8.15,90.55,12.79,8.07,9.38,2
233.01,7.77,87.23,14.85,8.84,8.32,2
213.28,7.14,88.55,14.25,8.91,9.64,2
207.45,7.95,93.5,12.89,10.13,10.2,2
194.56,7.61,90.22,16.58,8.98,9.28,2
200.06,6.86,84.59,7.96,6.06,7.07,1
161.12,5.91,74.57,9.07,6.61,7.02,1
229.31,7.37,91.86,14.56,9.98,8.75,2
155.84,6.8,69.56,8.32,7.17,7.78,1
188.69,5.93,74.96,12.35,7.95,8.05,1
173.96,6.43,77.07,7.6,8.78,6.31,1
195.83,7.31,85.97,13.86,9.69,7.77,2
204.69,7.57,89.25,14.36,9.62,9.71,2
203.59,8.62,88.27,13.69,10.34,8.16,2
186.99,7.09,80.89,9.81,7.91,6.91,1
206.18,8.07,86.65,13.5,8.28,8.73,2
138.09,7.17,80.54,9.91,5.1,6.73,1
215.0,7.96,87.45,12.93,11.03,9.54,2
175.04,7.57,71.27,8.71,7.88,8.12,1
215.74,7.79,95.58,11.46,7.61,10.03,2
150.18,6.38,64.1,5.27,5.35,5.92,0
147.88,6.16,69.19,7.03,5.17,6.09,0
197.38,7.36,90.13,12.29,8.33,9.93,2
175.06,7.41,82.91,7.9,7.09,7.14,1
214.48,7.6,86.28,10.94,8.3,8.71,2
173.94,7.02,79.0,11.64,6.98,6.61,1
189.61,6.97,92.68,8.46,4.79,6.99,1
168.39,6.94,72.18,9.46,5.64,6.59,1
211.91,7.48,87.77,15.19,8.59,8.52,2
134.43,5.38,69.87,4.32,4.14,5.8,0
109.53,5.91,72.05,5.73,3.0,5.41,0
168.02,7.45,75.54,7.88,5.98,7.8,1
189.83,6.72,84.01,10.01,6.56,7.09,1
141.82,6.42,64.02,3.41,4.09,6.41,0
188.04,7.02,77.21,8.62,6.59,6.05,1
207.6,7.9,88.46,13.5,7.63,9.67,2
207.2,7.22,87.19,14.97,8.74,9.69,2
186.86,6.99,89.49,13.75,9.73,9.15,2
165.52,6.54,74.18,11.31,5.79,7.82,1
207.54,7.05,72.72,9.61,6.81,8.95,1
181.4,5.9,81.18,9.82,6.04,7.5,1
205.08,6.35,80.53,9.87,7.76,7.62,1
193.18,6.78,84.89,8.99,6.45,6.56,1
106.18,5.39,66.48,4.54,4.32,7.16,0
165.73,6.74,80.2,11.9,6.48,6.16,1
97.83,5.81,56.61,6.52,6.14,5.86,0
164.26,6.65,82.04,9.12,5.75,7.12,1
214.29,7.38,88.88,12.97,8.76,9.35,2
175.16,7.53,93.32,13.32,7.43,8.71,2
185.66,6.85,76.05,10.77,5.85,6.81,1
171.69,5.56,76.89,11.45,5.87,7.34,1
114.65,6.11,70.15,5.79,5.4,4.87,0
107.6,6.36,63.85,9.3,3.96,3.79,0
201.74,7.29,91.44,14.72,7.58,9.44,2
154.37,5.81,76.51,6.91,3.79,3.99,0
234.7,7.87,85.31,14.49,9.21,9.39,2
105.49,5.6,71.98,6.3,5.14,5.31,0
113.83,6.04,72.91,7.72,4.3,4.97,0
129.06,5.69,63.86,6.57,5.92,3.01,0
138.41,5.95,61.05,8.58,5.07,4.8,0
164.07,5.64,73.63,4.89,5.09,4.76,0
166.35,8.07,77.8,7.89,6.37,7.72,1
194.12,7.08,89.92,15.57,9.51,9.43,2
172.7,7.88,87.67,15.2,8.79,9.8,2
164.17,6.48,73.75,9.19,7.26,7.12,1
208.64,8.57,85.37,12.61,8.88,8.65,2
184.45,7.37,88.79,13.99,8.62,8.82,2
190.51,6.93,76.84,9.14,7.97,6.74,1
139.84,5.63,70.11,6.45,4.88,5.47,0
133.57,6.03,61.69,7.64,4.31,6.49,0
219.17,7.49,94.47,12.34,9.41,9.11,2
184.01,8.02,89.65,12.09,9.4,9.48,2
113.63,6.33,64.05,5.6,4.32,4.59,0
153.65,5.09,62.15,6.4,5.74,5.88,0
147.22,5.65,65.35,8.1,4.84,5.82,0
194.62,6.51,78.22,11.43,6.02,7.26,1
156.92,5.54,63.41,6.65,5.68,5.69,0
139.95,7.29,73.95,11.29,6.43,7.32,1
203.21,8.47,85.07,12.39,10.2,9.59,2
148.08,6.79,77.14,9.35,6.94,6.7,1
173.25,6.47,76.6,5.17,4.57,4.21,0
181.49,6.34,84.36,8.53,4.88,7.6,1
115.34,6.22,71.57,4.68,6.09,6.07,0
229.5,7.63,94.08,10.3,9.11,8.5,2
214.45,8.24,82.2,12.11,9.47,9.32,2
162.16,6.1,69.54,6.35,3.02,5.29,0
180.79,7.19,92.39,11.74,7.04,10.12,2
134.45,6.97,76.64,11.46,5.4,6.8,1
111.29,6.19,61.99,5.87,3.03,5.0,0
148.27,5.78,84.3,10.92,6.59,6.95,1
139.56,6.21,66.83,7.68,3.98,5.3,0
151.59,6.04,69.1,7.91,6.56,4.37,0
176.85,5.64,86.37,10.66,7.73,6.04,1
124.05,5.98,68.56,4.17,6.52,6.79,0
208.99,6.72,81.49,8.75,6.81,6.26,1
212.7,8.16,92.13,14.08,7.72,8.19,2
168.06,7.02,79.2,11.88,7.29,8.08,1
204.52,7.64,90.47,16.48,8.6,8.87,2
227.9,8.25,86.0,14.31,8.31,8.88,2
196.92,7.36,89.33,11.5,8.3,9.2,2
223.78,8.54,88.98,13.12,7.14,8.95,2
209.97,7.87,88.22,11.51,8.95,9.38,2
126.79,5.89,69.98,6.16,4.09,4.57,0
136.36,5.0,65.77,5.74,6.67,5.32,0
173.86,6.47,82.92,10.19,6.02,6.26,1
168.79,7.04,81.43,8.74,6.57,5.68,1
230.79,7.9,88.01,13.77,7.64,8.68,2
239.03,8.27,91.74,14.05,7.61,8.98,2
113.59,6.62,62.5,7.96,4.17,6.1,0
217.53,7.55,91.69,14.11,7.85,8.3,2
167.28,7.28,84.5,11.44,4.71,8.17,1
176.49,6.44,86.74,11.56,5.76,6.23,1
184.35,7.69,86.79,15.88,8.82,9.1,2
158.92,5.98,78.06,8.21,6.23,8.4,1
145.02,5.13,69.43,4.68,5.58,5.03,0
117.81,6.01,77.31,5.4,4.52,6.91,0
128.02,5.59,64.61,5.12,4.37,4.94,0
171.69,6.23,79.37,6.89,6.41,7.31,1
140.43,5.89,57.78,5.66,4.44,6.04,0
193.18,7.84,93.59,14.17,8.52,8.9,2
119.37,6.07,53.82,7.01,4.83,6.42,0
143.22,7.67,71.55,10.09,7.41,7.64,1
152.97,5.58,69.02,6.96,3.6,5.82,0
187.38,6.49,77.71,11.78,6.84,7.25,1
244.43,7.14,95.93,14.64,8.83,8.41,2
176.48,6.62,70.1,8.77,6.89,7.77,1
200.25,7.75,90.68,15.1,9.25,8.96,2
194.74,5.7,85.67,11.68,6.04,7.73,1
230.39,8.83,89.01,14.4,9.33,8.83,2
151.26,6.81,78.9,12.02,6.86,6.9,1
163.1,6.54,75.72,10.51,6.96,4.86,1
134.29,5.73,68.67,9.15,5.58,4.19,0
141.25,7.39,83.26,10.15,6.27,7.62,1
200.04,6.12,77.02,8.44,7.07,7.03,1
174.7,6.75,75.73,12.59,5.61,7.92,1
190.55,7.21,86.31,12.77,8.07,9.28,2
119.17,5.97,66.37,8.27,4.38,5.12,0
184.37,6.26,82.99,11.69,5.37,6.64,1
192.17,7.41,89.01,9.47,6.61,6.97,1
112.15,6.65,68.01,9.45,3.77,7.32,0
113.78,6.39,64.68,7.3,4.78,5.24,0
236.4,7.1,81.87,13.9,9.42,8.06,2
143.9,5.99,64.95,8.51,3.37,6.63,0
224.34,8.63,86.7,14.79,7.71,8.59,2
148.24,6.69,58.72,6.21,3.76,6.22,0
190.54,6.79,63.23,9.04,5.87,6.52,1
201.01,8.13,95.48,12.37,7.17,7.8,2
137.52,6.3,60.05,7.24,3.4,4.02,0
190.17,7.18,68.29,9.99,4.91,6.77,1
184.45,7.91,90.95,14.43,8.0,10.75,2
117.26,5.66,72.97,8.34,3.13,5.85,0
168.13,6.14,79.69,9.61,6.34,6.33,1
216.49,7.84,90.22,13.16,8.16,10.21,2
135.13,5.47,70.49,7.63,4.99,4.97,0
187.32,6.59,82.88,8.3,5.4,7.85,1
245.53,7.99,87.25,15.05,9.66,8.71,2
211.08,7.86,89.25,14.79,7.49,7.85,2
135.01,6.1,59.78,3.56,3.95,4.28,0
218.2,7.4,91.66,15.28,7.71,8.71,2
134.12,5.72,68.65,9.18,5.38,4.42,0
197.79,7.49,94.1,12.83,9.78,9.54,2
142.28,6.16,68.14,6.51,5.09,6.18,0
126.64,6.03,70.92,6.62,3.9,6.92,0
201.1,7.94,91.85,15.25,8.45,8.87,2
206.72,7.94,86.91,14.38,8.72,10.1,2
212.68,7.71,88.35,13.48,10.57,8.2,2
211.74,6.99,82.22,14.04,7.86,9.64,2
206.4,7.23,80.84,11.63,6.83,5.31,1
199.8,8.21,85.39,14.87,9.48,8.0,2
225.55,8.18,87.25,14.76,7.84,8.7,2
